State_Name,District_Name,Crop_Year,Season,Area,Rainfall,Humidity,Temperature ,prevYearsRainfall,prevYearsTemperature,prevYearsHumidity,Crop
Assam,KOKRAJHAR,2009,Autum     ,1055,5.7,0.86,28,0,31,0.63,Maize
Assam,KOKRAJHAR,2010,Autum     ,768,19.6,0.92,28,5.7,28,0.86,Maize
Assam,KOKRAJHAR,2011,Autum     ,925,2.5,0.76,30,19.6,28,0.92,Maize
Assam,KOKRAJHAR,2012,Autum     ,935,3.9,0.77,30,2.5,30,0.76,Maize
Assam,KOKRAJHAR,2013,Autum     ,930,8.9,0.9,29,3.9,30,0.77,Maize
Assam,KOKRAJHAR,2014,Autum     ,935,25,0.9,30,8.9,29,0.9,Maize
Assam,LAKHIMPUR,2008,Autum     ,155,0,0.63,35,,,,Maize
Assam,LAKHIMPUR,2009,Autum     ,150,13.4,0.89,27,0,35,0.63,Maize
Assam,LAKHIMPUR,2010,Autum     ,155,28.6,0.9,27,13.4,27,0.89,Maize
Assam,LAKHIMPUR,2011,Autum     ,140,24.1,0.89,28,28.6,27,0.9,Maize
Assam,LAKHIMPUR,2012,Autum     ,165,13.6,0.83,29,24.1,28,0.89,Maize
Assam,LAKHIMPUR,2013,Autum     ,165,50,0.95,28,13.6,29,0.83,Maize
Assam,LAKHIMPUR,2014,Autum     ,103,39.6,0.9,28,50,28,0.95,Maize
Assam,NALBARI,2008,Autum     ,30,0.3,0.56,34,,,,Maize
Assam,NALBARI,2009,Autum     ,35,16.5,0.93,25,0.3,34,0.56,Maize
Assam,NALBARI,2010,Autum     ,35,7.5,0.83,27,16.5,25,0.93,Maize
Assam,NALBARI,2011,Autum     ,46,4.9,0.79,27,7.5,27,0.83,Maize
Assam,NALBARI,2012,Autum     ,110,18.8,0.83,30,4.9,27,0.79,Maize
Assam,NALBARI,2013,Autum     ,115,11,0.91,29,18.8,30,0.83,Maize
Assam,NALBARI,2014,Autum     ,70,19.8,0.87,30,11,29,0.91,Maize
Assam,TINSUKIA,2008,Autum     ,935,0,0.51,33,,,,Maize
Assam,TINSUKIA,2009,Autum     ,755,0.2,0.86,32,0,33,0.51,Maize
Assam,TINSUKIA,2010,Autum     ,888,19,0.93,28,0.2,32,0.86,Maize
Assam,TINSUKIA,2011,Autum     ,763,4.5,0.82,32,19,28,0.93,Maize
Assam,TINSUKIA,2012,Autum     ,773,0.1,0.72,32,4.5,32,0.82,Maize
Assam,TINSUKIA,2013,Autum     ,921,9.9,0.92,30,0.1,32,0.72,Maize
Assam,TINSUKIA,2014,Autum     ,966,10,0.83,31,9.9,30,0.92,Maize
Assam,UDALGURI,2008,Autum     ,447,0,0.63,30,,,,Maize
Assam,UDALGURI,2009,Autum     ,559,5,0.87,28,0,30,0.63,Maize
Assam,UDALGURI,2010,Autum     ,333,1,0.85,30,5,28,0.87,Maize
Assam,UDALGURI,2010,Autum     ,527,1,0.85,30,5,28,0.87,Maize
Assam,UDALGURI,2011,Autum     ,530,0.3,0.7,29,1,30,0.85,Maize
Assam,UDALGURI,2012,Autum     ,507,0,0.72,30,0.3,29,0.7,Maize
Assam,UDALGURI,2013,Autum     ,605,0.3,0.7,30,0,30,0.72,Maize
Assam,UDALGURI,2014,Autum     ,595,0,0.78,30,0.3,30,0.7,Maize
Bihar,ARARIA,2008,Autumn     ,7321,0,0.74,30,,,,Maize
Bihar,ARARIA,2008,Winter       ,9583,0.5,0.94,25,,,,Maize
Bihar,ARARIA,2008,Winter       ,8439,0.5,0.94,25,,,,Maize
Bihar,ARARIA,2009,Autumn     ,2891,15,0.76,30,0,30,0.74,Maize
Bihar,ARARIA,2009,Winter       ,4985,7.6,0.86,25,0.5,25,0.94,Maize
Bihar,ARARIA,2009,Autum     ,13795,8.2,0.83,29,15,30,0.76,Maize
Bihar,ARARIA,2010,Autum     ,3646,8.2,0.83,29,15,30,0.76,Maize
Bihar,ARARIA,2010,Winter       ,6808,4.5,0.89,25,7.6,25,0.86,Maize
Bihar,ARARIA,2011,Autumn     ,3661,8,0.83,30,8.2,29,0.83,Maize
Bihar,ARARIA,2011,Autum     ,8066,8,0.83,30,8.2,29,0.83,Maize
Bihar,ARARIA,2011,Winter       ,5897,0.1,0.71,27,4.5,25,0.89,Maize
Bihar,ARARIA,2011,Winter       ,9283,0.1,0.71,27,4.5,25,0.89,Maize
Bihar,ARARIA,2011,Autum     ,17530,11.4,0.74,30,8,30,0.83,Maize
Bihar,ARARIA,2012,Autumn     ,3661,11.4,0.74,30,8,30,0.83,Maize
Bihar,ARARIA,2012,Winter       ,5897,0,0.7,26,0.1,27,0.71,Maize
Bihar,ARARIA,2012,Autum     ,17530,6.7,0.75,30,11.4,30,0.74,Maize
Bihar,ARARIA,2013,Autum     ,9917,6.7,0.75,30,11.4,30,0.74,Maize
Bihar,ARARIA,2013,Winter       ,19069,0,0.64,27,0,26,0.7,Maize
Bihar,ARARIA,2014,Autumn     ,7437,36,0.77,30,6.7,30,0.75,Maize
Bihar,ARARIA,2014,Winter       ,18346,0,0.74,27,0,27,0.64,Maize
Bihar,ARWAL,2008,Autumn     ,450,0,0.73,31,,,,Maize
Bihar,ARWAL,2008,Winter       ,199,0,0.96,25,,,,Maize
Bihar,ARWAL,2008,Autum     ,149,0,0.96,25,,,,Maize
Bihar,ARWAL,2009,Autumn     ,278,19,0.72,30,0,31,0.73,Maize
Bihar,ARWAL,2009,Winter       ,291,0,0.94,25,0,25,0.96,Maize
Bihar,ARWAL,2009,Autum     ,174,0,0.94,25,0,25,0.96,Maize
Bihar,ARWAL,2010,Autum     ,325,0.1,0.55,31,19,30,0.72,Maize
Bihar,ARWAL,2010,Winter       ,50,0,0.96,25,0,25,0.94,Maize
Bihar,ARWAL,2010,Winter       ,282,0,0.96,25,0,25,0.94,Maize
Bihar,ARWAL,2010,Winter       ,168,0,0.96,25,0,25,0.94,Maize
Bihar,ARWAL,2011,Autumn     ,351,6.3,0.73,29,0,25,0.94,Maize
Bihar,ARWAL,2011,Winter       ,205,0,0.84,25,0,25,0.96,Maize
Bihar,ARWAL,2011,Autum     ,201,0,0.84,25,0,25,0.96,Maize
Bihar,ARWAL,2012,Autumn     ,351,41.1,0.74,30,6.3,29,0.73,Maize
Bihar,ARWAL,2012,Winter       ,205,0,0.7,25,0,25,0.84,Maize
Bihar,ARWAL,2012,Autum     ,201,0,0.7,25,0,25,0.84,Maize
Bihar,ARWAL,2013,Autumn     ,327,1.6,0.51,32,41.1,30,0.74,Maize
Bihar,ARWAL,2013,Winter       ,269,0,0.69,26,0,25,0.7,Maize
Bihar,ARWAL,2014,Winter       ,277,0,0.53,27,0,26,0.69,Maize
Bihar,ARWAL,2014,Winter       ,137,0,0.53,27,0,26,0.69,Maize
Bihar,AURANGABAD,2008,Autumn     ,77,6.6,0.71,32,,,,Maize
Bihar,AURANGABAD,2008,Winter       ,1,0,0.94,24,,,,Maize
Bihar,AURANGABAD,2008,Winter       ,3,0,0.94,24,,,,Maize
Bihar,AURANGABAD,2009,Autum     ,300,26.5,0.75,27,6.6,32,0.71,Maize
Bihar,AURANGABAD,2009,Autum     ,9,0.6,0.58,30,26.5,27,0.75,Maize
Bihar,AURANGABAD,2010,Autumn     ,275,0.6,0.58,30,26.5,27,0.75,Maize
Bihar,AURANGABAD,2011,Autum     ,9,5.4,0.64,29,0,25,0.79,Maize
Bihar,AURANGABAD,2011,Autum     ,572,5.4,0.64,29,0,25,0.79,Maize
Bihar,AURANGABAD,2011,Autumn     ,490,5.4,0.64,29,0,25,0.79,Maize
Bihar,AURANGABAD,2011,Winter       ,1,0,0.82,26,0.4,26,0.74,Maize
Bihar,AURANGABAD,2012,Autumn     ,477,32.3,0.74,31,5.4,29,0.64,Maize
Bihar,AURANGABAD,2012,Winter       ,3,0.7,0.82,27,0,26,0.82,Maize
Bihar,AURANGABAD,2013,Autum     ,5,1.8,0.48,31,32.3,31,0.74,Maize
Bihar,AURANGABAD,2013,Autumn     ,338,1.8,0.48,31,32.3,31,0.74,Maize
Bihar,AURANGABAD,2013,Autum     ,5,0.1,0.8,25,0.7,27,0.82,Maize
Bihar,AURANGABAD,2014,Autumn     ,339,2.5,0.59,30,1.8,31,0.48,Maize
Bihar,AURANGABAD,2014,Winter       ,8,0,0.56,26,0.1,25,0.8,Maize
Bihar,BANKA,2008,Autum     ,3829,0,0.93,30,,,,Maize
Bihar,BANKA,2008,Autumn     ,9782,0,0.93,30,,,,Maize
Bihar,BANKA,2008,Winter       ,1886,0,0.95,25,,,,Maize
Bihar,BANKA,2008,Winter       ,3829,0,0.95,25,,,,Maize
Bihar,BANKA,2009,Winter       ,1361,1.5,0.82,25,0,25,0.95,Maize
Bihar,BANKA,2009,Autumn     ,6478,8,0.8,30,0,30,0.93,Maize
Bihar,BANKA,2009,Autumn     ,7036,8,0.8,30,0,30,0.93,Maize
Bihar,BANKA,2010,Winter       ,980,1.5,0.82,27,1.5,25,0.82,Maize
Bihar,BANKA,2010,Autum     ,3258,5.8,0.75,29,8,30,0.8,Maize
Bihar,BANKA,2010,Autum     ,6857,5.8,0.75,29,8,30,0.8,Maize
Bihar,BANKA,2011,Winter       ,999,0.7,0.77,25,1.5,27,0.82,Maize
Bihar,BANKA,2011,Autumn     ,6568,2.3,0.73,29,5.8,29,0.75,Maize
Bihar,BANKA,2012,Winter       ,1836,0.3,0.73,25,0.7,25,0.77,Maize
Bihar,BANKA,2012,Winter       ,874,0.3,0.73,25,0.7,25,0.77,Maize
Bihar,BANKA,2012,Autum     ,3059,17.8,0.75,30,2.3,29,0.73,Maize
Bihar,BANKA,2013,Autumn     ,7003,6.8,0.68,30,17.8,30,0.75,Maize
Bihar,BANKA,2013,Winter       ,868,0.1,0.64,25,0.3,25,0.73,Maize
Bihar,BANKA,2014,Autum     ,3233,3.7,0.65,32,6.8,30,0.68,Maize
Bihar,BANKA,2014,Autumn     ,7070,3.7,0.65,32,6.8,30,0.68,Maize
Bihar,BANKA,2014,Winter       ,683,0,0.73,25,0.1,25,0.64,Maize
Bihar,BEGUSARAI,2008,Autumn     ,38775,0.2,0.6,32,,,,Maize
Bihar,BEGUSARAI,2008,Winter       ,14549,0,0.94,26,,,,Maize
Bihar,BEGUSARAI,2009,Autum     ,3007,7.7,0.77,30,0.2,32,0.6,Maize
Bihar,BEGUSARAI,2009,Autumn     ,40914,7.7,0.77,30,0.2,32,0.6,Maize
Bihar,BEGUSARAI,2009,Autum     ,4051,7.7,0.77,30,0.2,32,0.6,Maize
Bihar,BEGUSARAI,2009,Winter       ,16621,0.6,0.81,26,0,26,0.94,Maize
Bihar,BEGUSARAI,2010,Autumn     ,37501,3.5,0.65,29,7.7,30,0.77,Maize
Bihar,BEGUSARAI,2010,Autum     ,2944,3.5,0.65,29,7.7,30,0.77,Maize
Bihar,BEGUSARAI,2010,Winter       ,16654,1.3,0.76,26,0.6,26,0.81,Maize
Bihar,BEGUSARAI,2011,Autumn     ,38014,3.5,0.67,30,3.5,29,0.65,Maize
Bihar,BEGUSARAI,2011,Autum     ,3442,3.5,0.67,30,3.5,29,0.65,Maize
Bihar,BEGUSARAI,2011,Winter       ,16269,0.4,0.64,25,1.3,26,0.76,Maize
Bihar,BEGUSARAI,2012,Autumn     ,40917,16.1,0.72,30,3.5,30,0.67,Maize
Bihar,BEGUSARAI,2012,Autum     ,4051,16.1,0.72,30,3.5,30,0.67,Maize
Bihar,BEGUSARAI,2012,Winter       ,14549,0,0.59,26,0.4,25,0.64,Maize
Bihar,BEGUSARAI,2013,Autumn     ,37500,8.6,0.61,31,16.1,30,0.72,Maize
Bihar,BEGUSARAI,2013,Autum     ,2516,8.6,0.61,31,16.1,30,0.72,Maize
Bihar,BEGUSARAI,2013,Winter       ,16134,0,0.72,26,0,26,0.59,Maize
Bihar,BEGUSARAI,2014,Autumn     ,30672,9.1,0.59,31,8.6,31,0.61,Maize
Bihar,BEGUSARAI,2014,Autum     ,2057,9.1,0.59,31,8.6,31,0.61,Maize
Bihar,BEGUSARAI,2014,Winter       ,15264,0,0.6,25,0,26,0.72,Maize
Bihar,BHAGALPUR,2008,Autumn     ,22636,0.1,0.62,34,,,,Maize
Bihar,BHAGALPUR,2008,Winter       ,8020,0.5,0.96,26,,,,Maize
Bihar,BHAGALPUR,2008,Winter       ,5146,0.5,0.96,26,,,,Maize
Bihar,BHAGALPUR,2009,Autumn     ,20456,7.7,0.77,29,0.1,34,0.62,Maize
Bihar,BHAGALPUR,2009,Autum     ,7038,7.7,0.77,29,0.1,34,0.62,Maize
Bihar,BHAGALPUR,2009,Winter       ,7784,0.6,0.81,25,0.5,26,0.96,Maize
Bihar,BHAGALPUR,2010,Autumn     ,20751,3.5,0.65,30,7.7,29,0.77,Maize
Bihar,BHAGALPUR,2010,Autum     ,6103,3.5,0.65,30,7.7,29,0.77,Maize
Bihar,BHAGALPUR,2010,Winter       ,12613,1.3,0.76,26,0.6,25,0.81,Maize
Bihar,BHAGALPUR,2011,Autumn     ,22869,3.5,0.67,30,3.5,30,0.65,Maize
Bihar,BHAGALPUR,2011,Autum     ,9476,3.5,0.67,30,3.5,30,0.65,Maize
Bihar,BHAGALPUR,2011,Winter       ,16580,0.4,0.74,26,1.3,26,0.76,Maize
Bihar,BHAGALPUR,2012,Autumn     ,18193,16.1,0.7,30,3.5,30,0.67,Maize
Bihar,BHAGALPUR,2012,Winter       ,17135,0,0.59,25,0.4,26,0.74,Maize
Bihar,BHAGALPUR,2012,Autum     ,9476,16.1,0.72,29,16.1,30,0.7,Maize
Bihar,BHAGALPUR,2013,Autumn     ,16197,16.1,0.72,29,16.1,30,0.7,Maize
Bihar,BHAGALPUR,2013,Autum     ,9971,16.1,0.72,29,16.1,30,0.7,Maize
Bihar,BHAGALPUR,2013,Winter       ,18475,0,0.72,25,0,25,0.59,Maize
Bihar,BHAGALPUR,2014,Autumn     ,17559,8.6,0.91,32,16.1,29,0.72,Maize
Bihar,BHAGALPUR,2014,Autum     ,10051,8.6,0.91,32,16.1,29,0.72,Maize
Bihar,BHAGALPUR,2014,Winter       ,18452,0,0.6,25,0,25,0.72,Maize
Bihar,BHOJPUR,2008,Autumn     ,3955,0.8,0.57,34,,,,Maize
Bihar,BHOJPUR,2008,Winter       ,53,0,0.94,25,,,,Maize
Bihar,BHOJPUR,2008,Winter       ,835,0,0.94,25,,,,Maize
Bihar,BHOJPUR,2009,Autumn     ,3969,25,0.69,30,0.8,34,0.57,Maize
Bihar,BHOJPUR,2009,Autum     ,889,25,0.69,30,0.8,34,0.57,Maize
Bihar,BHOJPUR,2009,Winter       ,68,0,0.83,25,0,25,0.94,Maize
Bihar,BHOJPUR,2010,Autumn     ,3973,0.1,0.53,31,25,30,0.69,Maize
Bihar,BHOJPUR,2010,Autum     ,884,0.1,0.53,31,25,30,0.69,Maize
Bihar,BHOJPUR,2010,Winter       ,71,0.4,0.74,25,0,25,0.83,Maize
Bihar,BHOJPUR,2011,Autumn     ,3967,3.2,0.61,30,0.1,31,0.53,Maize
Bihar,BHOJPUR,2011,Autum     ,906,3.2,0.61,30,0.1,31,0.53,Maize
Bihar,BHOJPUR,2011,Winter       ,71,0,0.75,26,0.4,25,0.74,Maize
Bihar,BHOJPUR,2012,Autumn     ,2852,37.1,0.76,31,3.2,30,0.61,Maize
Bihar,BHOJPUR,2012,Autum     ,906,37.1,0.76,31,3.2,30,0.61,Maize
Bihar,BHOJPUR,2012,Winter       ,67,0,0.75,25,0,26,0.75,Maize
Bihar,BHOJPUR,2013,Autum     ,906,0.3,0.42,31,37.1,31,0.76,Maize
Bihar,BHOJPUR,2013,Autumn     ,2609,0.3,0.42,31,37.1,31,0.76,Maize
Bihar,BHOJPUR,2013,Autum     ,872,0.3,0.42,31,37.1,31,0.76,Maize
Bihar,BHOJPUR,2013,Winter       ,66,0,0.77,26,0,25,0.75,Maize
Bihar,BHOJPUR,2014,Autumn     ,2558,2.9,0.6,31,0.3,31,0.42,Maize
Bihar,BUXAR,2008,Autumn     ,114,0.8,0.57,35,,,,Maize
Bihar,BUXAR,2008,Winter       ,104,0,0.94,25,,,,Maize
Bihar,BUXAR,2009,Autumn     ,1500,25,0.69,29,0.8,35,0.57,Maize
Bihar,BUXAR,2009,Autum     ,4117,25,0.69,29,0.8,35,0.57,Maize
Bihar,BUXAR,2009,Winter       ,62,0,0.83,26,0,25,0.94,Maize
Bihar,BUXAR,2009,Winter       ,38,0,0.83,26,0,25,0.94,Maize
Bihar,BUXAR,2010,Autumn     ,1847,0.1,0.53,31,25,29,0.69,Maize
Bihar,BUXAR,2010,Autum     ,3436,0.1,0.53,31,25,29,0.69,Maize
Bihar,BUXAR,2010,Winter       ,3,0.4,0.74,26,0,26,0.83,Maize
Bihar,BUXAR,2010,Winter     ,29,0.4,0.74,26,0,26,0.83,Maize
Bihar,BUXAR,2011,Autumn     ,2101,3.2,0.61,30,0.1,31,0.53,Maize
Bihar,BUXAR,2011,Autum     ,16,3.2,0.61,30,0.1,31,0.53,Maize
Bihar,BUXAR,2011,Autumn     ,1216,3.2,0.61,30,0.1,31,0.53,Maize
Bihar,BUXAR,2011,Autum     ,27,3.2,0.61,30,0.1,31,0.53,Maize
Bihar,BUXAR,2011,Winter       ,11,0,0.77,25,0.4,26,0.74,Maize
Bihar,BUXAR,2012,Autumn     ,2399,37,0.76,31,3.2,30,0.61,Maize
Bihar,BUXAR,2012,Autum     ,19,37,0.76,31,3.2,30,0.61,Maize
Bihar,BUXAR,2012,Winter       ,10,0,0.75,27,0,25,0.77,Maize
Bihar,BUXAR,2013,Autumn     ,2093,0.3,0.42,30,37,31,0.76,Maize
Bihar,BUXAR,2013,Autum     ,27,0.3,0.42,30,37,31,0.76,Maize
Bihar,BUXAR,2013,Winter       ,11,0,0.77,26,0,27,0.75,Maize
Bihar,BUXAR,2014,Autumn     ,1317,2.9,0.6,35,0.3,30,0.42,Maize
Bihar,BUXAR,2014,Autum     ,34,2.9,0.6,35,0.3,30,0.42,Maize
Bihar,BUXAR,2014,Winter       ,8,0,0.47,28,0,26,0.77,Maize
Bihar,DARBHANGA,2008,Autumn     ,2027,1.9,0.64,33,,,,Maize
Bihar,DARBHANGA,2008,Winter       ,7671,0,0.97,25,,,,Maize
Bihar,DARBHANGA,2009,Autum     ,2197,6.5,0.8,30,1.9,33,0.64,Maize
Bihar,DARBHANGA,2009,Autum     ,1799,6.5,0.8,30,1.9,33,0.64,Maize
Bihar,DARBHANGA,2009,Autum     ,2629,6.5,0.8,30,1.9,33,0.64,Maize
Bihar,DARBHANGA,2009,Winter       ,8959,7.3,0.83,25,0,25,0.97,Maize
Bihar,DARBHANGA,2010,Autum     ,2407,3.6,0.69,31,6.5,30,0.8,Maize
Bihar,DARBHANGA,2010,Autum     ,2353,3.6,0.69,31,6.5,30,0.8,Maize
Bihar,DARBHANGA,2010,Winter       ,15746,0,0.76,26,7.3,25,0.83,Maize
Bihar,DARBHANGA,2011,Autumn     ,1837,1.2,0.67,30,3.6,31,0.69,Maize
Bihar,DARBHANGA,2011,Autum     ,2287,1.2,0.67,30,3.6,31,0.69,Maize
Bihar,DARBHANGA,2011,Winter       ,15478,0.7,0.76,27,0,26,0.76,Maize
Bihar,DARBHANGA,2012,Autumn     ,1794,29,0.71,30,1.2,30,0.67,Maize
Bihar,DARBHANGA,2012,Autum     ,2238,29,0.71,30,1.2,30,0.67,Maize
Bihar,DARBHANGA,2012,Winter       ,15620,0.7,0.68,25,0.7,27,0.76,Maize
Bihar,DARBHANGA,2013,Autumn     ,1593,8.4,0.66,31,29,30,0.71,Maize
Bihar,DARBHANGA,2013,Autum     ,2291,8.4,0.66,31,29,30,0.71,Maize
Bihar,DARBHANGA,2013,Winter       ,15538,0,0.65,25,0.7,25,0.68,Maize
Bihar,DARBHANGA,2014,Autumn     ,1655,13.7,0.47,30,8.4,31,0.66,Maize
Bihar,DARBHANGA,2014,Autum     ,581,13.7,0.47,30,8.4,31,0.66,Maize
Bihar,DARBHANGA,2014,Winter       ,12522,0,0.61,26,0,25,0.65,Maize
Bihar,GAYA,2008,Autumn     ,3862,5,0.67,33,,,,Maize
Bihar,GAYA,2008,Winter       ,88,0,0.94,24,,,,Maize
Bihar,GAYA,2008,Winter       ,747,0,0.94,24,,,,Maize
Bihar,GAYA,2009,Autumn     ,4941,19,0.77,30,5,33,0.67,Maize
Bihar,GAYA,2009,Autum     ,90,19,0.77,30,5,33,0.67,Maize
Bihar,GAYA,2009,Winter       ,62,0,0.82,25,0,24,0.94,Maize
Bihar,GAYA,2009,Autum     ,657,0.6,0.66,30,19,30,0.77,Maize
Bihar,GAYA,2010,Autumn     ,2863,0.6,0.66,30,19,30,0.77,Maize
Bihar,GAYA,2010,Winter       ,173,0.2,0.76,26,0,25,0.82,Maize
Bihar,GAYA,2011,Autum     ,508,5.6,0.64,31,0.6,30,0.66,Maize
Bihar,GAYA,2011,Autumn     ,4374,5.6,0.64,31,0.6,30,0.66,Maize
Bihar,GAYA,2011,Autum     ,689,5.6,0.64,31,0.6,30,0.66,Maize
Bihar,GAYA,2011,Winter       ,94,0.1,0.81,25,0.2,26,0.76,Maize
Bihar,GAYA,2012,Autumn     ,5476,39,0.73,30,5.6,31,0.64,Maize
Bihar,GAYA,2012,Winter       ,94,1.4,0.78,26,0.1,25,0.81,Maize
Bihar,GAYA,2013,Autum     ,689,1.6,0.51,31,39,30,0.73,Maize
Bihar,GAYA,2013,Autumn     ,6430,1.6,0.51,31,39,30,0.73,Maize
Bihar,GAYA,2013,Winter       ,258,1.1,0.8,25,1.4,26,0.78,Maize
Bihar,GAYA,2013,Winter       ,1165,1.1,0.8,25,1.4,26,0.78,Maize
Bihar,GAYA,2014,Autumn     ,6357,0.6,0.59,31,1.6,31,0.51,Maize
Bihar,GAYA,2014,Winter       ,226,0,0.59,25,1.1,25,0.8,Maize
Bihar,GAYA,2014,Winter     ,848,0,0.59,25,1.1,25,0.8,Maize
Bihar,GOPALGANJ,2008,Autumn     ,7727,1,0.61,34,,,,Maize
Bihar,GOPALGANJ,2008,Winter       ,5378,1.9,0.97,26,,,,Maize
Bihar,GOPALGANJ,2008,Autum     ,1495,1.9,0.97,26,,,,Maize
Bihar,GOPALGANJ,2009,Autumn     ,8102,13,0.7,35,1,34,0.61,Maize
Bihar,GOPALGANJ,2009,Winter       ,5789,7,0.84,27,1.9,26,0.97,Maize
Bihar,GOPALGANJ,2009,Winter       ,1587,7,0.84,27,1.9,26,0.97,Maize
Bihar,GOPALGANJ,2010,Autumn     ,8468,0.6,0.58,34,13,35,0.7,Maize
Bihar,GOPALGANJ,2010,Winter       ,5964,3,0.79,27,7,27,0.84,Maize
Bihar,GOPALGANJ,2010,Autum     ,1934,3,0.79,27,7,27,0.84,Maize
Bihar,GOPALGANJ,2011,Autumn     ,6775,0.9,0.64,32,0.6,34,0.58,Maize
Bihar,GOPALGANJ,2011,Winter       ,5193,0,0.75,26,3,27,0.79,Maize
Bihar,GOPALGANJ,2011,Winter       ,1899,0,0.75,26,3,27,0.79,Maize
Bihar,GOPALGANJ,2012,Autumn     ,6758,40,0.82,30,0.9,32,0.64,Maize
Bihar,GOPALGANJ,2012,Winter       ,5461,2.6,0.69,25,0,26,0.75,Maize
Bihar,GOPALGANJ,2012,Winter       ,2018,2.6,0.69,25,0,26,0.75,Maize
Bihar,GOPALGANJ,2013,Autumn     ,6044,0,0.43,35,40,30,0.82,Maize
Bihar,GOPALGANJ,2013,Winter       ,4578,0,0.63,25,2.6,25,0.69,Maize
Bihar,GOPALGANJ,2013,Winter       ,1392,0,0.63,25,2.6,25,0.69,Maize
Bihar,GOPALGANJ,2014,Autumn     ,5803,21,0.62,30,0,35,0.43,Maize
Bihar,GOPALGANJ,2014,Winter       ,9399,0,0.52,27,0,25,0.63,Maize
Bihar,GOPALGANJ,2014,Winter       ,1488,0,0.52,27,0,25,0.63,Maize
Bihar,JAMUI,2008,Autumn     ,3967,0.9,0.65,33,,,,Maize
Bihar,JAMUI,2008,Autum     ,225,0.9,0.65,33,,,,Maize
Bihar,JAMUI,2008,Winter       ,211,9.6,0.96,26,,,,Maize
Bihar,JAMUI,2009,Autumn     ,2753,12,0.78,30,0.9,33,0.65,Maize
Bihar,JAMUI,2009,Winter       ,15,0.1,0.81,25,9.6,26,0.96,Maize
Bihar,JAMUI,2009,Winter       ,32,0.1,0.81,25,9.6,26,0.96,Maize
Bihar,JAMUI,2010,Autumn     ,2746,3.4,0.69,29,12,30,0.78,Maize
Bihar,JAMUI,2010,Winter       ,20,0.7,0.77,26,0.1,25,0.81,Maize
Bihar,JAMUI,2010,Winter       ,34,0.7,0.77,26,0.1,25,0.81,Maize
Bihar,JAMUI,2011,Autumn     ,2754,2.5,0.68,31,3.4,29,0.69,Maize
Bihar,JAMUI,2011,Winter       ,20,0.1,0.76,25,0.7,26,0.77,Maize
Bihar,JAMUI,2011,Winter       ,37,0.1,0.76,25,0.7,26,0.77,Maize
Bihar,JAMUI,2012,Autumn     ,2602,19,0.74,30,2.5,31,0.68,Maize
Bihar,JAMUI,2012,Winter       ,20,0.3,0.63,25,0.1,25,0.76,Maize
Bihar,JAMUI,2012,Winter       ,39,0.3,0.63,25,0.1,25,0.76,Maize
Bihar,JAMUI,2013,Autumn     ,2672,1.9,0.6,32,19,30,0.74,Maize
Bihar,JAMUI,2013,Winter       ,24,0,0.77,25,0.3,25,0.63,Maize
Bihar,JAMUI,2013,Winter       ,85,0,0.77,25,0.3,25,0.63,Maize
Bihar,JAMUI,2014,Autumn     ,2065,1.6,0.61,30,1.9,32,0.6,Maize
Bihar,JAMUI,2014,Winter       ,227,0,0.64,26,0,25,0.77,Maize
Bihar,JAMUI,2014,Winter       ,506,0,0.64,26,0,25,0.77,Maize
Bihar,KAIMUR (BHABUA),2008,Autumn     ,85,5.5,0.77,32,,,,Maize
Bihar,KAIMUR (BHABUA),2009,Autumn     ,79,29,0.76,30,5.5,32,0.77,Maize
Bihar,KAIMUR (BHABUA),2010,Autumn     ,225,0.6,0.58,31,29,30,0.76,Maize
Bihar,KAIMUR (BHABUA),2011,Autumn     ,215,4.3,0.63,30,0.6,31,0.58,Maize
Bihar,KAIMUR (BHABUA),2011,Winter       ,24,0,0.83,28,0.6,31,0.58,Maize
Bihar,KAIMUR (BHABUA),2012,Autum     ,35,33,0.75,32,4.3,30,0.63,Maize
Bihar,KAIMUR (BHABUA),2012,Autumn     ,424,33,0.75,32,4.3,30,0.63,Maize
Bihar,KAIMUR (BHABUA),2013,Autumn     ,383,14,0.76,30,33,32,0.75,Maize
Bihar,KAIMUR (BHABUA),2013,Autum     ,41,14,0.76,30,33,32,0.75,Maize
Bihar,KAIMUR (BHABUA),2014,Autumn     ,330,1.4,0.48,30,14,30,0.76,Maize
Bihar,KAIMUR (BHABUA),2014,Autum     ,45,1.4,0.48,30,14,30,0.76,Maize
Bihar,KATIHAR,2008,Autumn     ,11319,0,0.78,30,,,,Maize
Bihar,KATIHAR,2008,Autum     ,18068,0,0.78,30,,,,Maize
Bihar,KATIHAR,2008,Winter       ,16997,0.1,0.96,24,,,,Maize
Bihar,KATIHAR,2009,Winter     ,11031,0.1,0.96,24,,,,Maize
Bihar,KATIHAR,2009,Winter       ,19041,2.1,0.83,25,0.1,24,0.96,Maize
Bihar,KATIHAR,2009,Winter       ,17516,2.1,0.83,25,0.1,24,0.96,Maize
Bihar,KATIHAR,2010,Autumn     ,10230,7.5,0.83,31,8.4,31,0.84,Maize
Bihar,KATIHAR,2010,Winter       ,24458,1.5,0.8,26,2.1,25,0.83,Maize
Bihar,KATIHAR,2010,Winter       ,16849,1.5,0.8,26,2.1,25,0.83,Maize
Bihar,KATIHAR,2011,Autumn     ,12898,4.7,0.76,32,7.5,31,0.83,Maize
